customer_id,bought_date,product,retail_price,discount
268,04/12/2016,Saturn,50000,4200
270,04/12/2016,Pluto,40000,500
273,04/12/2016,Jupiter,80000,7200
275,04/12/2016,Jupiter,80000,4500
276,04/12/2016,Jupiter,80000,3400
277,04/12/2016,Pluto,40000,2200
279,04/12/2016,Saturn,50000,4300
281,04/12/2016,Pluto,40000,1800
285,04/12/2016,Pluto,40000,100
287,04/12/2016,Saturn,50000,3400
289,04/12/2016,Jupiter,80000,4400
293,04/12/2016,Pluto,40000,2000
295,04/12/2016,Pluto,40000,3100
296,04/12/2016,Saturn,50000,4700
297,04/12/2016,Jupiter,80000,3000
301,04/12/2016,Jupiter,80000,2100
302,04/12/2016,Pluto,40000,900
303,04/12/2016,Saturn,50000,1400
305,04/12/2016,Jupiter,80000,2300
307,04/12/2016,Jupiter,80000,2900
310,04/12/2016,Pluto,40000,3800
311,04/12/2016,Jupiter,80000,400
313,04/12/2016,Jupiter,80000,6800
314,04/12/2016,Saturn,50000,3100
319,04/12/2016,Jupiter,80000,3100
322,04/12/2016,Pluto,40000,700
325,04/12/2016,Jupiter,80000,1400
330,04/12/2016,Pluto,40000,4000
331,04/12/2016,Saturn,50000,500
332,04/12/2016,Jupiter,80000,5800
334,04/12/2016,Jupiter,80000,7300
337,04/12/2016,Saturn,50000,4300
339,05/12/2016,Pluto,40000,3500
344,05/12/2016,Jupiter,80000,900
349,05/12/2016,Pluto,40000,800
350,05/12/2016,Saturn,50000,2500
352,05/12/2016,Pluto,40000,1600
354,05/12/2016,Jupiter,80000,5400
356,05/12/2016,Saturn,50000,500
357,05/12/2016,Jupiter,80000,6700
358,05/12/2016,Pluto,40000,3800
360,05/12/2016,Jupiter,80000,5500
362,05/12/2016,Jupiter,80000,2500
366,05/12/2016,Pluto,40000,2900
372,05/12/2016,Jupiter,80000,1700
374,05/12/2016,Jupiter,80000,2500
376,05/12/2016,Pluto,40000,1300
377,05/12/2016,Pluto,40000,300
380,05/12/2016,Pluto,40000,3000
383,05/12/2016,Jupiter,80000,7000
389,05/12/2016,Jupiter,80000,5700
391,05/12/2016,Pluto,40000,2700
392,05/12/2016,Saturn,50000,700
394,05/12/2016,Pluto,40000,300
402,05/12/2016,Pluto,40000,3200
407,05/12/2016,Saturn,50000,2800
409,05/12/2016,Pluto,40000,0
411,06/12/2016,Pluto,40000,3300
413,06/12/2016,Jupiter,80000,2900
415,06/12/2016,Jupiter,80000,7200
416,06/12/2016,Jupiter,80000,1400
421,06/12/2016,Jupiter,80000,5100
423,06/12/2016,Pluto,40000,700
424,06/12/2016,Saturn,50000,3600
425,06/12/2016,Jupiter,80000,1200
426,06/12/2016,Saturn,50000,1500
433,06/12/2016,Pluto,40000,3700
434,06/12/2016,Pluto,40000,1700
437,06/12/2016,Jupiter,80000,5600
440,06/12/2016,Jupiter,80000,4900
441,06/12/2016,Jupiter,80000,900
454,06/12/2016,Jupiter,80000,3400
455,06/12/2016,Jupiter,80000,200
458,06/12/2016,Pluto,40000,0
461,06/12/2016,Saturn,50000,3600
464,07/12/2016,Saturn,50000,2600
465,07/12/2016,Jupiter,80000,4600
474,07/12/2016,Pluto,40000,0
477,07/12/2016,Jupiter,80000,5600
484,07/12/2016,Jupiter,80000,3200
486,07/12/2016,Jupiter,80000,3100
487,07/12/2016,Jupiter,80000,5600
489,07/12/2016,Pluto,40000,800
495,07/12/2016,Jupiter,80000,5800
500,07/12/2016,Jupiter,80000,7500
506,07/12/2016,Jupiter,80000,6400
508,07/12/2016,Saturn,50000,1800
513,07/12/2016,Pluto,40000,2800
514,07/12/2016,Saturn,50000,600
517,07/12/2016,Jupiter,80000,2400
520,07/12/2016,Pluto,40000,2000
524,07/12/2016,Jupiter,80000,1200
534,07/12/2016,Jupiter,80000,100
538,08/12/2016,Saturn,50000,2500
540,08/12/2016,Jupiter,80000,2900
543,08/12/2016,Pluto,40000,2200
545,08/12/2016,Pluto,40000,3100
547,08/12/2016,Pluto,40000,200
548,08/12/2016,Pluto,40000,3700
555,08/12/2016,Jupiter,80000,5200
561,08/12/2016,Jupiter,80000,400
565,08/12/2016,Pluto,40000,3900
568,08/12/2016,Jupiter,80000,4000
569,08/12/2016,Jupiter,80000,3400
577,08/12/2016,Pluto,40000,2000
579,08/12/2016,Pluto,40000,3600
585,08/12/2016,Pluto,40000,3900
590,08/12/2016,Saturn,50000,2600
594,08/12/2016,Jupiter,80000,1700
595,08/12/2016,Jupiter,80000,2600
599,08/12/2016,Pluto,40000,1200
606,08/12/2016,Pluto,40000,3400
611,08/12/2016,Jupiter,80000,2400
613,08/12/2016,Saturn,50000,4800
614,09/12/2016,Saturn,50000,3700
618,09/12/2016,Jupiter,80000,3100
619,09/12/2016,Saturn,50000,400
621,09/12/2016,Saturn,50000,1700
622,09/12/2016,Pluto,40000,1900
623,09/12/2016,Saturn,50000,700
624,09/12/2016,Jupiter,80000,2300
634,10/12/2016,Jupiter,80000,3200
636,10/12/2016,Pluto,40000,1400
638,10/12/2016,Pluto,40000,3500
646,10/12/2016,Jupiter,80000,4000
648,10/12/2016,Pluto,40000,3400
650,10/12/2016,Pluto,40000,1100
651,10/12/2016,Pluto,40000,1500
652,10/12/2016,Saturn,50000,4100
653,10/12/2016,Saturn,50000,1800
657,10/12/2016,Pluto,40000,1100
660,10/12/2016,Jupiter,80000,5200
661,10/12/2016,Saturn,50000,2900
663,10/12/2016,Jupiter,80000,7000
670,10/12/2016,Saturn,50000,4700
671,10/12/2016,Pluto,40000,2200
680,10/12/2016,Pluto,40000,2200
689,10/12/2016,Pluto,40000,3100
691,10/12/2016,Saturn,50000,1200
692,10/12/2016,Jupiter,80000,5600
694,10/12/2016,Jupiter,80000,5600
703,10/12/2016,Jupiter,80000,3300
705,10/12/2016,Saturn,50000,200
709,10/12/2016,Saturn,50000,2300
710,10/12/2016,Saturn,50000,4400
718,10/12/2016,Pluto,40000,2300
728,12/12/2016,Saturn,50000,200
729,12/12/2016,Jupiter,80000,5800
731,12/12/2016,Saturn,50000,1600
732,12/12/2016,Jupiter,80000,5200
734,12/12/2016,Pluto,40000,2500
736,12/12/2016,Pluto,40000,3200
739,12/12/2016,Jupiter,80000,2000
742,12/12/2016,Jupiter,80000,1400
747,12/12/2016,Jupiter,80000,5900
748,12/12/2016,Saturn,50000,800
749,12/12/2016,Pluto,40000,100
750,12/12/2016,Jupiter,80000,7700
751,12/12/2016,Jupiter,80000,5600
753,12/12/2016,Pluto,40000,1800
754,12/12/2016,Pluto,40000,3100
759,12/12/2016,Pluto,40000,3100
761,12/12/2016,Saturn,50000,700
763,12/12/2016,Pluto,40000,300
767,12/12/2016,Jupiter,80000,7200
773,12/12/2016,Jupiter,80000,1800
774,12/12/2016,Jupiter,80000,2300
776,12/12/2016,Pluto,40000,1200
777,12/12/2016,Jupiter,80000,2200
780,12/12/2016,Jupiter,80000,3200
783,12/12/2016,Jupiter,80000,5500
785,12/12/2016,Jupiter,80000,3400
788,12/12/2016,Jupiter,80000,6300
798,12/12/2016,Jupiter,80000,3500
799,12/12/2016,Pluto,40000,2100
800,12/12/2016,Jupiter,80000,7100
801,12/12/2016,Jupiter,80000,2300
802,12/12/2016,Jupiter,80000,1100
804,13/12/2016,Saturn,50000,2000
805,13/12/2016,Jupiter,80000,6600
813,13/12/2016,Pluto,40000,3700
818,13/12/2016,Pluto,40000,3000
821,13/12/2016,Saturn,50000,3100
825,13/12/2016,Saturn,50000,500
828,13/12/2016,Pluto,40000,1000
829,13/12/2016,Saturn,50000,500
830,13/12/2016,Jupiter,80000,6100
837,13/12/2016,Pluto,40000,300
840,13/12/2016,Pluto,40000,3900
849,13/12/2016,Pluto,40000,1400
853,13/12/2016,Jupiter,80000,7700
856,13/12/2016,Saturn,50000,5000
858,13/12/2016,Saturn,50000,3800
859,13/12/2016,Jupiter,80000,5600
860,13/12/2016,Saturn,50000,3400
861,13/12/2016,Jupiter,80000,3400
864,13/12/2016,Saturn,50000,1200
866,13/12/2016,Jupiter,80000,7400
869,13/12/2016,Pluto,40000,1900
873,14/12/2016,Jupiter,80000,700
874,14/12/2016,Saturn,50000,2200
875,14/12/2016,Jupiter,80000,2100
878,14/12/2016,Pluto,40000,400
882,14/12/2016,Jupiter,80000,3000
889,14/12/2016,Saturn,50000,200
894,14/12/2016,Jupiter,80000,4800
897,14/12/2016,Saturn,50000,100
901,14/12/2016,Pluto,40000,0
902,14/12/2016,Jupiter,80000,7700
903,14/12/2016,Pluto,40000,2100
905,14/12/2016,Jupiter,80000,5500
906,14/12/2016,Pluto,40000,2400
909,14/12/2016,Pluto,40000,1200
912,14/12/2016,Jupiter,80000,7400
914,14/12/2016,Jupiter,80000,3800
921,14/12/2016,Jupiter,80000,8000
929,14/12/2016,Jupiter,80000,5600
935,14/12/2016,Saturn,50000,600
939,15/12/2016,Jupiter,80000,6500
941,15/12/2016,Saturn,50000,2000
942,15/12/2016,Jupiter,80000,6600
948,15/12/2016,Saturn,50000,2400
953,15/12/2016,Pluto,40000,100
961,15/12/2016,Pluto,40000,3300
965,15/12/2016,Pluto,40000,2400
968,15/12/2016,Pluto,40000,1500
970,15/12/2016,Saturn,50000,3200
972,15/12/2016,Saturn,50000,4500
974,15/12/2016,Jupiter,80000,7500
978,15/12/2016,Pluto,40000,2000
982,15/12/2016,Saturn,50000,2000
983,15/12/2016,Pluto,40000,0
986,15/12/2016,Pluto,40000,1300
987,15/12/2016,Pluto,40000,1300
988,15/12/2016,Pluto,40000,3200
990,15/12/2016,Jupiter,80000,5700
993,15/12/2016,Pluto,40000,1000
996,15/12/2016,Saturn,50000,4900
997,15/12/2016,Pluto,40000,100
999,16/12/2016,Pluto,40000,300
1003,16/12/2016,Pluto,40000,3500
1004,16/12/2016,Jupiter,80000,5400
1007,16/12/2016,Pluto,40000,2900
1008,17/12/2016,Pluto,40000,100
1016,17/12/2016,Jupiter,80000,4900
1019,17/12/2016,Jupiter,80000,1300
1025,17/12/2016,Pluto,40000,100
1026,17/12/2016,Saturn,50000,4800
1027,17/12/2016,Pluto,40000,1300
1028,17/12/2016,Jupiter,80000,3600
1033,17/12/2016,Jupiter,80000,6100
1035,17/12/2016,Saturn,50000,1600
1038,17/12/2016,Saturn,50000,4500
1041,17/12/2016,Saturn,50000,600
1042,17/12/2016,Jupiter,80000,2400
1043,17/12/2016,Saturn,50000,1700
1045,17/12/2016,Pluto,40000,3100
1047,17/12/2016,Jupiter,80000,1100
1050,17/12/2016,Jupiter,80000,5500
1058,17/12/2016,Pluto,40000,1300
1060,17/12/2016,Saturn,50000,1600
1061,17/12/2016,Jupiter,80000,1900
1066,17/12/2016,Jupiter,80000,4900
1067,17/12/2016,Saturn,50000,4700
1069,17/12/2016,Saturn,50000,2700
1071,17/12/2016,Saturn,50000,4700
1073,17/12/2016,Jupiter,80000,5300
1077,17/12/2016,Saturn,50000,4500
1078,17/12/2016,Jupiter,80000,2400
1081,17/12/2016,Jupiter,80000,5600
1085,17/12/2016,Pluto,40000,3500
1089,17/12/2016,Jupiter,80000,3300
1091,17/12/2016,Jupiter,80000,900
1098,17/12/2016,Jupiter,80000,1000
1100,17/12/2016,Pluto,40000,3900
1101,17/12/2016,Pluto,40000,100
1103,17/12/2016,Pluto,40000,1700
1112,18/12/2016,Jupiter,80000,4500
1115,18/12/2016,Pluto,40000,1000
1116,18/12/2016,Pluto,40000,3800
1119,18/12/2016,Pluto,40000,3600
1121,18/12/2016,Saturn,50000,3500
1126,18/12/2016,Saturn,50000,4100
1129,18/12/2016,Pluto,40000,0
1135,18/12/2016,Saturn,50000,3500
1141,18/12/2016,Jupiter,80000,4900
1146,18/12/2016,Pluto,40000,3400
1148,18/12/2016,Saturn,50000,2200
1152,18/12/2016,Pluto,40000,1000
1155,18/12/2016,Jupiter,80000,6600
1160,18/12/2016,Jupiter,80000,7900
1167,18/12/2016,Jupiter,80000,1300
1170,19/12/2016,Jupiter,80000,4500
1175,19/12/2016,Jupiter,80000,4100
1177,19/12/2016,Saturn,50000,200
1178,19/12/2016,Pluto,40000,3900
1180,19/12/2016,Pluto,40000,4000
1181,19/12/2016,Jupiter,80000,7800
1182,19/12/2016,Jupiter,80000,4400
1185,19/12/2016,Pluto,40000,300
1186,19/12/2016,Saturn,50000,2200
1189,19/12/2016,Pluto,40000,3700
1191,19/12/2016,Jupiter,80000,5500
1199,19/12/2016,Jupiter,80000,2900
1201,19/12/2016,Jupiter,80000,5100
1202,19/12/2016,Jupiter,80000,4000
1204,19/12/2016,Saturn,50000,2600
1209,19/12/2016,Jupiter,80000,1800
1213,19/12/2016,Jupiter,80000,3500
1215,19/12/2016,Jupiter,80000,7200
1216,19/12/2016,Saturn,50000,1700
1219,19/12/2016,Pluto,40000,1200
1220,19/12/2016,Jupiter,80000,1100
1222,19/12/2016,Saturn,50000,1200
1224,19/12/2016,Jupiter,80000,900
1227,20/12/2016,Pluto,40000,3700
1232,20/12/2016,Jupiter,80000,7600
1237,20/12/2016,Jupiter,80000,4700
1238,20/12/2016,Jupiter,80000,500
1239,20/12/2016,Pluto,40000,700
1240,20/12/2016,Jupiter,80000,5000
1241,20/12/2016,Jupiter,80000,4500
1242,20/12/2016,Jupiter,80000,6600
1245,20/12/2016,Pluto,40000,400
1249,20/12/2016,Jupiter,80000,400
1251,20/12/2016,Jupiter,80000,4300
1252,20/12/2016,Jupiter,80000,6400
1257,20/12/2016,Jupiter,80000,4100
1258,20/12/2016,Pluto,40000,1300
1259,20/12/2016,Saturn,50000,4500
1263,20/12/2016,Jupiter,80000,300
1264,20/12/2016,Pluto,40000,100
1265,20/12/2016,Pluto,40000,3200
1267,20/12/2016,Jupiter,80000,6100
1270,20/12/2016,Jupiter,80000,2500
1273,20/12/2016,Jupiter,80000,200
1275,20/12/2016,Pluto,40000,300
1276,20/12/2016,Pluto,40000,1600
1279,20/12/2016,Saturn,50000,3000
1282,20/12/2016,Pluto,40000,2000
1283,20/12/2016,Pluto,40000,2500
1285,20/12/2016,Pluto,40000,3300
1287,20/12/2016,Pluto,40000,1900
1289,20/12/2016,Pluto,40000,3500
1291,20/12/2016,Saturn,50000,4300
1295,20/12/2016,Jupiter,80000,1200
1297,20/12/2016,Pluto,40000,3800
1298,20/12/2016,Saturn,50000,1700
1300,20/12/2016,Jupiter,80000,900
1306,20/12/2016,Pluto,40000,2700
1307,20/12/2016,Jupiter,80000,7600
1309,20/12/2016,Jupiter,80000,4300
1311,21/12/2016,Pluto,40000,2000
1312,21/12/2016,Pluto,40000,3700
1314,21/12/2016,Pluto,40000,3700
1315,21/12/2016,Jupiter,80000,1000
1318,21/12/2016,Pluto,40000,2200
1319,21/12/2016,Saturn,50000,2300
1323,21/12/2016,Saturn,50000,2300
1324,21/12/2016,Pluto,40000,1500
1327,21/12/2016,Saturn,50000,1200
1329,21/12/2016,Jupiter,80000,600
1332,21/12/2016,Pluto,40000,2900
1338,21/12/2016,Saturn,50000,4000
1339,21/12/2016,Pluto,40000,600
1340,21/12/2016,Jupiter,80000,6800
1341,21/12/2016,Saturn,50000,900
1342,21/12/2016,Jupiter,80000,300
1347,21/12/2016,Pluto,40000,1700
1349,21/12/2016,Jupiter,80000,1800
1351,21/12/2016,Pluto,40000,1200
1357,21/12/2016,Saturn,50000,4300
1361,21/12/2016,Jupiter,80000,900
1370,22/12/2016,Saturn,50000,200
1374,22/12/2016,Jupiter,80000,4900
1375,22/12/2016,Pluto,40000,2300
1379,22/12/2016,Saturn,50000,1700
1382,22/12/2016,Saturn,50000,300
1383,22/12/2016,Jupiter,80000,3100
1384,22/12/2016,Pluto,40000,3900
1385,22/12/2016,Jupiter,80000,2500
1388,22/12/2016,Pluto,40000,3600
1390,22/12/2016,Saturn,50000,4400
1391,22/12/2016,Pluto,40000,3000
1394,22/12/2016,Jupiter,80000,1200
1398,22/12/2016,Pluto,40000,800
1401,22/12/2016,Pluto,40000,1600
1404,22/12/2016,Pluto,40000,3400
1417,22/12/2016,Pluto,40000,3700
1419,23/12/2016,Saturn,50000,4400
1420,23/12/2016,Saturn,50000,4700
1425,24/12/2016,Jupiter,80000,7500
1429,24/12/2016,Pluto,40000,3700
1435,24/12/2016,Saturn,50000,4900
1439,24/12/2016,Saturn,50000,3200
1453,24/12/2016,Jupiter,80000,5100
1455,24/12/2016,Saturn,50000,200
1456,24/12/2016,Pluto,40000,1500
1462,24/12/2016,Pluto,40000,2100
1463,24/12/2016,Pluto,40000,3700
1464,24/12/2016,Pluto,40000,2200
1465,24/12/2016,Saturn,50000,3000
1467,24/12/2016,Saturn,50000,2400
1471,24/12/2016,Saturn,50000,3400
1475,24/12/2016,Saturn,50000,4500
1478,24/12/2016,Jupiter,80000,7200
1479,24/12/2016,Pluto,40000,100
1485,24/12/2016,Jupiter,80000,3100
1488,24/12/2016,Pluto,40000,1600
1490,24/12/2016,Jupiter,80000,6000
1492,24/12/2016,Jupiter,80000,1800
1497,24/12/2016,Pluto,40000,2100
1500,24/12/2016,Saturn,50000,4200
1501,24/12/2016,Saturn,50000,3100
1504,25/12/2016,Jupiter,80000,1500
1506,25/12/2016,Saturn,50000,5000
1512,25/12/2016,Pluto,40000,400
1513,25/12/2016,Pluto,40000,300
1514,25/12/2016,Saturn,50000,4900
1520,25/12/2016,Saturn,50000,4200
1524,25/12/2016,Pluto,40000,900
1525,25/12/2016,Pluto,40000,2000
1531,25/12/2016,Saturn,50000,500
1533,25/12/2016,Pluto,40000,3900
1538,25/12/2016,Jupiter,80000,4600
1542,25/12/2016,Pluto,40000,2100
1544,25/12/2016,Saturn,50000,3400
1545,25/12/2016,Pluto,40000,3000
1546,25/12/2016,Saturn,50000,1700
1547,25/12/2016,Pluto,40000,2700
1550,25/12/2016,Saturn,50000,1400
1551,25/12/2016,Pluto,40000,1300
1552,25/12/2016,Jupiter,80000,2900
1553,25/12/2016,Saturn,50000,600
1557,25/12/2016,Pluto,40000,2300
1558,25/12/2016,Jupiter,80000,0
1559,25/12/2016,Pluto,40000,3900
1560,25/12/2016,Jupiter,80000,1800
1564,26/12/2016,Pluto,40000,3400
1567,26/12/2016,Jupiter,80000,2800
1568,26/12/2016,Pluto,40000,3400
1569,26/12/2016,Pluto,40000,2900
1570,26/12/2016,Jupiter,80000,7900
1574,26/12/2016,Jupiter,80000,400
1575,26/12/2016,Saturn,50000,2100
1576,26/12/2016,Pluto,40000,1400
1580,26/12/2016,Pluto,40000,300
1581,26/12/2016,Saturn,50000,3000
1584,26/12/2016,Saturn,50000,3300
1586,26/12/2016,Saturn,50000,800
1587,26/12/2016,Pluto,40000,300
1588,26/12/2016,Pluto,40000,2900
1589,26/12/2016,Pluto,40000,1300
1590,26/12/2016,Saturn,50000,1200
1592,26/12/2016,Pluto,40000,1300
1593,26/12/2016,Pluto,40000,3600
1594,26/12/2016,Saturn,50000,3600
1597,26/12/2016,Saturn,50000,3100
1607,26/12/2016,Pluto,40000,3100
1608,26/12/2016,Saturn,50000,500
1609,26/12/2016,Pluto,40000,3300
1611,26/12/2016,Pluto,40000,200
1612,26/12/2016,Pluto,40000,2900
1613,26/12/2016,Pluto,40000,1900
1616,26/12/2016,Pluto,40000,1400
1617,26/12/2016,Jupiter,80000,2900
1619,26/12/2016,Pluto,40000,1200
1620,26/12/2016,Jupiter,80000,3400
1621,26/12/2016,Saturn,50000,4500
1622,26/12/2016,Pluto,40000,2800
1624,26/12/2016,Pluto,40000,1400
1625,26/12/2016,Pluto,40000,1400
1626,26/12/2016,Jupiter,80000,2000
1627,26/12/2016,Jupiter,80000,4700
1628,26/12/2016,Pluto,40000,2300
1636,26/12/2016,Saturn,50000,4400
1637,26/12/2016,Pluto,40000,1800
1641,26/12/2016,Pluto,40000,3300
1642,26/12/2016,Saturn,50000,4900
1643,26/12/2016,Pluto,40000,700
1646,26/12/2016,Jupiter,80000,6100
1656,27/12/2016,Pluto,40000,900
1657,27/12/2016,Saturn,50000,300
1663,27/12/2016,Pluto,40000,3800
1669,27/12/2016,Pluto,40000,2900
1670,27/12/2016,Saturn,50000,3700
1672,27/12/2016,Saturn,50000,200
1676,27/12/2016,Pluto,40000,1500
1678,27/12/2016,Pluto,40000,700
1679,27/12/2016,Jupiter,80000,2700
1684,27/12/2016,Jupiter,80000,5800
1690,27/12/2016,Saturn,50000,2300
1691,27/12/2016,Saturn,50000,1900
1693,27/12/2016,Saturn,50000,1900
1696,28/12/2016,Jupiter,80000,5500
1698,28/12/2016,Pluto,40000,3600
1700,28/12/2016,Jupiter,80000,600
1705,28/12/2016,Jupiter,80000,7700
1706,28/12/2016,Pluto,40000,3100
1707,28/12/2016,Saturn,50000,1300
1718,28/12/2016,Pluto,40000,1500
1721,28/12/2016,Pluto,40000,1000
1726,28/12/2016,Pluto,40000,3600
1734,28/12/2016,Pluto,40000,3200
1739,28/12/2016,Saturn,50000,4100
1740,28/12/2016,Saturn,50000,4300
1749,29/12/2016,Jupiter,80000,4900
1751,29/12/2016,Jupiter,80000,7300
1753,29/12/2016,Pluto,40000,1500
1754,29/12/2016,Pluto,40000,3000
1755,29/12/2016,Jupiter,80000,7300
1760,29/12/2016,Jupiter,80000,6100
1762,29/12/2016,Jupiter,80000,7900
1764,29/12/2016,Pluto,40000,2000
1765,29/12/2016,Jupiter,80000,1700
1771,29/12/2016,Pluto,40000,600
1776,29/12/2016,Saturn,50000,1700
1780,29/12/2016,Pluto,40000,3300
1785,29/12/2016,Pluto,40000,400
1786,29/12/2016,Jupiter,80000,6000
1794,29/12/2016,Jupiter,80000,8000
1802,30/12/2016,Jupiter,80000,1300
1803,30/12/2016,Jupiter,80000,400
1804,30/12/2016,Jupiter,80000,5800
1807,31/12/2016,Jupiter,80000,4900
1810,31/12/2016,Jupiter,80000,5900
1816,31/12/2016,Saturn,50000,3900
1817,31/12/2016,Jupiter,80000,6300
1818,31/12/2016,Jupiter,80000,3100
1820,31/12/2016,Jupiter,80000,0
1822,31/12/2016,Jupiter,80000,300
1825,31/12/2016,Pluto,40000,3900
1826,31/12/2016,Saturn,50000,1300
1830,31/12/2016,Pluto,40000,300
1834,31/12/2016,Jupiter,80000,4700
1840,31/12/2016,Saturn,50000,4300
1844,31/12/2016,Jupiter,80000,7100
1850,02/01/2017,Pluto,40000,3300
1853,02/01/2017,Jupiter,80000,3000
1855,02/01/2017,Saturn,50000,3000
1857,02/01/2017,Saturn,50000,3600
1870,02/01/2017,Saturn,50000,2100
1872,02/01/2017,Jupiter,80000,3900
1882,02/01/2017,Saturn,50000,1000
1893,02/01/2017,Saturn,50000,3100
1896,03/01/2017,Saturn,50000,400
1898,03/01/2017,Pluto,40000,2100
1900,03/01/2017,Saturn,50000,2900
1903,03/01/2017,Jupiter,80000,6700
1906,03/01/2017,Pluto,40000,900
1912,03/01/2017,Pluto,40000,3500
1921,03/01/2017,Pluto,40000,2300
1922,03/01/2017,Pluto,40000,2200
1930,03/01/2017,Jupiter,80000,3200
1934,03/01/2017,Saturn,50000,1800
1945,04/01/2017,Saturn,50000,600
1946,04/01/2017,Pluto,40000,800
1947,04/01/2017,Pluto,40000,1100
1949,04/01/2017,Jupiter,80000,6300
1968,04/01/2017,Jupiter,80000,2900
1970,04/01/2017,Pluto,40000,0
1980,04/01/2017,Pluto,40000,500
1983,04/01/2017,Jupiter,80000,4300
1989,04/01/2017,Jupiter,80000,900
1991,04/01/2017,Jupiter,80000,2600
1993,04/01/2017,Pluto,40000,2400
1994,04/01/2017,Pluto,40000,600
2006,05/01/2017,Jupiter,80000,1800
2010,05/01/2017,Pluto,40000,3900
2013,05/01/2017,Pluto,40000,700
2015,05/01/2017,Saturn,50000,2900
2017,05/01/2017,Jupiter,80000,6000
